name,target,version,median,min,max,accuracy
C++ (avx2),cpp-avx2,15.2.0,453.97708,452.64666,455.0998,9.497312
C++ (g++),cpp,15.2.0,454.60952,453.74535,458.40829,9.494296
Go,go,1.25.11,1163.09199,1162.96054,1174.72939,9.496394
