name,target,version,median,min,max,accuracy
C++ (g++),cpp,15.2.0,456.32038,452.96039,459.04767,9.494296
Nim,nim,2.2.0,454.79158,453.90891,454.95596,9.500023
C (gcc),c,15.2.0,464.58079,464.19324,467.74719,9.494296
